Correct	Ground truth	Prediction	Confidence	Text
1	comment	comment	0.50	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] your appeals to emotion mean nothing to me those that break the law and bring their children should be held accountable for doing so . [ e ##os ] do nt play this , wo ##e is me , nonsense . [ e ##os ] it ' s not america burden to bear . [ e ##os ] they can keep their dignity and wait in line like everyone else [ e ##os ] [SEP] human rights do n ’ t disappear . [ e ##os ] you ’ re on the wrong side of history to argue otherwise . [ e ##os ] i have no shame in insisting that people are treated like people . [ e ##os ] you ’ re cruel out of spite towards immigrants . [ e ##os ] you do n ’ t care if we have a working system . [ e ##os ] the aim of the red - hat immigrant agenda is to maximize taxpayer cost , minimize actual immigration , and violate people ’ s human rights . [ e ##os ] i want a strategy that minimize ##s overall cost to taxpayers , maximize ##s border security against actual crime like from cartel ##s , and values human dignity . [ e ##os ] your resistance to an actual pr ##ag ##matic approach and insistence on cruel persecution betray ##s that you really do n ’ t care about the issue . [ e ##os ] you are fueled by hatred . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.66	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] that does not answer my question actually . [ e ##os ] i asked what ' s wrong with the numbers . [ e ##os ] the report is very transparent about where their information comes from and the limits of what the information can tell us . [ e ##os ] the fact that white su ##pre ##mac ##ist use the same source has nothing to do with whether the source is credible or not . & [ e ##os ] gt ; this report demonstrates the difficulty in trying to come to any conclusion about the extent of immigrant criminal ##ity . [ e ##os ] problems with data collection and contrary results character ##ize information about the link between immigrants and crime . [ e ##os ] [SEP] you ' re trying really hard to defend a source that by your own account is biased , simply because it supports your narrative . [ e ##os ] you ' re attempting to give credibility to an organization that is know to create numbers to portray immigrants in a poor light . [ e ##os ] why you continue to try to defend them is beyond me , but i have a pretty good idea why . & [ e ##os ] gt ; the cis was founded by john tan ##ton , a retired michigan op ##ht ##hal ##mo ##logist who opposed immigration on racial grounds , desired a white ethnic majority in the united states and supported eugen ##ics . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.83	"[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] it ' s warm year - round in the tr ##op ##ics . [ e ##os ] lots of fruit here too . [ e ##os ] see how this works ? [ e ##os ] humans are a tropical species . [ e ##os ] when we left this "" garden of eden "" , we had to eat the wrong foods for our species - - largely , meat . [ e ##os ] that ' s when we started destroying our bodies . [ e ##os ] not saying we should not have done it , but there were consequences . [ e ##os ] nowadays we have supply chains , so we do not have to eat just whatever we can get our hands onto . [ e ##os ] we can get back to a proper diet and star ##ve our this medical industry that ' s arise ##n to support our failing bodies . [ e ##os ] [SEP] even if you wanted to eat an all fruit diet , the fruit of today is not the same as the fruit from our earliest ancestors . [ e ##os ] hell even comparing the fruit of today to two hundred years ago will bring f ##owa ##rd a bunch of differences . [ e ##os ] we have selective ##ly grown fruit in the same manner as livestock . [ e ##os ] fruits properties are total ##y different to what they were . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.60	[CLS] [ serious ] man and dinosaurs lived at the same time . [ e ##os ] devil ' s advocate here : why ? [ e ##os ] i ' ve watched some of his videos . [ e ##os ] the style is slightly irritating and some points are poorly made , but nothing that i ' d tell people to not watch because of . [ e ##os ] [SEP] i ' d say more likely , his videos on topics that are outside of the hard sciences , he is pretty bad / ob ##no ##xious . [ e ##os ] namely his videos against feminism and the few that he actually goes at the bible , on it ' s own merits , as well as the videos he attempts to interview / debate . [ e ##os ] he tends to do far worse at proving his points , say things in ways that provoke more than educate . [ e ##os ] even when i agree with his concept , his style and terrible points , make me wish i did not . [ e ##os ] im ##o thunder ##f ##00 t is still one of the best at attacking ps ##ud ##o - science , with actual science , but he often comes into topics he does not know as well , with the same confidence as he has in the subjects he is actually good at . [ e ##os ] im ##o i rec ##com ##end his why people laugh at creation ##ists series , but would not recommend the majority of other videos on his channel . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.94	"[CLS] de ##bu ##nk this : flu ##ori ##de declared ne ##uro ##to ##xin , causing an ad ##hd and d ##ys ##le ##xia pan ##de ##mic in millions of children worldwide [ e ##os ] its easiest to de ##bu ##nk by reading the actual article . [ e ##os ] the website refers to this study : $ ur ##l $ . the paragraph on flu ##ori ##de reads : "" a meta - analysis of 27 cross - sectional studies of children exposed to flu ##ori ##de in drinking water , mainly from china , suggests an average iq dec ##rem ##ent of about seven points in children exposed to raised flu ##ori ##de concentrations . 44 con ##fo ##und ##ing from other substances seemed unlikely in most of these studies . [ e ##os ] further character ##isation of the dose – response association would be desirable . "" [ e ##os ] if you click on the reference 44 , it takes you to the pub ##med citation for the source of that meta - analysis , and at the bottom of that citation is an exchange between sk ##ept ##ics and the authors ( again , more links ) . [ e ##os ] here is selected text from the sk ##ept ##ics ( $ ur ##l $ ) : "" even if we ignore the weaknesses of the study ( choi et al . [ e ##os ] 2012 ) , including a lack of individual - level [SEP] best response . [ e ##os ] as someone with ad ##hd i was pretty interested in this one . [ e ##os ] thanks ! ! [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.51	[CLS] [ serious ] man and dinosaurs lived at the same time . [ e ##os ] [ serious ] man and dinosaurs lived at the same time . [ e ##os ] [SEP] the others have given good answers , and i would like to add $ ur ##l $ to the mix . [ e ##os ] but over and above that , a little rational thought might be an interesting place to work from . [ e ##os ] consider the following train of thought : 1 ) there are a hell of a lot of people involved in the sciences . [ e ##os ] everything from medical research to physics to geology to orbital mechanics to engineering and materials , etc . [ e ##os ] 2 ) a subset of these people are involved in pale ##ont ##ology , but relevant ##ly their work _ overlap ##s _ with these other sciences . [ e ##os ] radio ##metric dating overlap ##s with nuclear physics . [ e ##os ] strata dating overlap ##s with geology . [ e ##os ] our understanding of fossil ##isation comes from our understanding ##s of chemistry and biology . [ e ##os ] 3 ) all of these other disciplines are tested by the fact that we _ use _ them . [ e ##os ] we use geology to find oils and minerals and predict the weather and choose where to build huge buildings . [ e ##os ] we use biology and chemistry in a huge range of applications , from chemical engineering to antibiotics to heart transplant ##s to modern crop farming . [ e ##os ] we have nuclear reactors that [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.50	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] they de ##hum ##ani ##zed themselves . [ e ##os ] nobody forced them to attempt to illegally enter america , or bring their family with them to illegally enter america . [ e ##os ] they do not get to stay simply by making the problem worse and having a family with them . [ e ##os ] you encourage illegal immigration by not just to ##ler ##ating them , but letting them di ##cta ##te to you . [ e ##os ] why would anyone wait in line when people like you demand that illegal ##s are given citizenship ? [ e ##os ] [SEP] let them di ##cta ##te to us ins ##om ##uch that it is universally wrong to brutal ##ize people ? [ e ##os ] we can not terror ##ize people regardless of national origin . [ e ##os ] we can find a middle ground that secure ##s our borders and inc ##ent ##iv ##izes becoming a well - naturalized citizen , and there is no such thing as de ##hum ##ani ##zing oneself besides committing he ##ino ##us crimes . [ e ##os ] brutal ##ization is a sy ##mpt ##om of authoritative abuses . [ e ##os ] moreover , part of the issue is that the line is broken . [ e ##os ] people get mixed messages from different immigration departments , forms take years to go through , and any mistake is met with overly - severe consequences . [ e ##os ] why wait in line if the line never moves ? [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.63	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] we evolved as om ##ni ##vor ##es , but i do agree with you that people do not run great on bad diet ##s . [ e ##os ] i do not think it ' s just mal ##nut ##rit ##ion that is the cu ##lp ##rit because the more i learn about gut flora the more i think that maybe some of the stuff in our diet is feeding the wrong bacteria inside of us . [ e ##os ] [SEP] we evolved for 99 . 99 % of our existence , prior to the invention of fire and tools , as fr ##ug ##ivo ##res . [ e ##os ] you can simply look at our body ' s digest ##ive system and it ' s self - evident , just as you can look at a cow ' s digest ##ive system and tell it ' s designed to eat grass rather than meat . [ e ##os ] perhaps we really did live for 600 + years until people started stray ##ing from that natural diet as om ##ni ##vor ##es and thereby damaging their bodies . [ e ##os ] pro ##biotic ##s are helpful for cult ##ivating a healthy ( for you ) gut flora , but make sure you ' re cult ##ivating the * right * bacteria . [ e ##os ] sour ##cr ##out , for example , contains plant - eating bacteria whereas kam ##buch ##a contains sugar - eating bacteria . [ e ##os ] dunn ##o about you , but i do not need encouragement to eat sugar . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.96	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] & gt ; you ' re saying you ' ve made a judgement call that weed smoke ##rs are not criminals , but that illegal immigrants are . [ e ##os ] quit twisting what i wrote . [ e ##os ] anyone who smoke ##s weed in a state where that practice is illegal is indeed engaging in criminal behavior . [ e ##os ] my point was that i can see a justification for legal ##izing weed , but can not justify condo ##ning illegal immigration or pursuing another illegal immigrant amnesty . [ e ##os ] why ? [ e ##os ] there ' s no sound basis for doing so on behalf of illegal immigrants . [ e ##os ] as for the moral and ethical implications involved , the federal government is ob ##liga ##ted to put the interests of the country and u . s . citizens ahead of the self - serving desires of illegal immigrants . [ e ##os ] this is perfectly ethical and moral to do so since the responsibility to provide the illegal immigrants community ' s needs rest with their home countries and governments . & [ e ##os ] gt ; we do not convict people based on popular opinion , it ' s why we have courts , it ' s why we des ##pis ##e the idea of lynch ##ings [SEP] weed is illegal federally f ##yi . [ e ##os ] my whole point is that you do not get to decide who is and is not a criminal , it ' s up to the courts . [ e ##os ] you can call me hysterical if you want , but i suspect you might be projecting . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.95	[CLS] is it true that some people in america gets jailed for life to stealing wit ##out violence ? [ e ##os ] why ? [ e ##os ] plenty of states have three - strikes laws that do not just apply to violent crimes or serious fe ##lon ##ies . [ e ##os ] many of these folks should be locked away . [ e ##os ] but the fact that there are relatively harmless folks who have been deprived of a normal life and a chance to be a regular citizen is no ex ##agger ##ation . [ [ e ##os ] ac ##lu report on 3 , 200 non - violent offenders sentenced to life without parole in the us . ] ( $ ur ##l $ ) some of those crimes included things like : * attempting to cash a stolen check * a junk - dealer ’ s possession of stolen junk metal ( 10 valves and one elbow pipe ) * possession of stolen wren ##ches * sip ##hon ##ing gasoline from a truck * stealing tools from a tool shed and a welding machine from a yard * shop ##lifting three belts from a department store * shop ##lifting several digital cameras * shop ##lifting two jerseys from an athletic store * taking a television , circular saw , and a power convert ##er from a vacant house * breaking into a closed liquor store in the middle of the night [ e ##os ] [SEP] sounds like some people should have learned their lesson the first two times instead of committing the exact same crime over and over again . [ e ##os ] i have no sympathy for criminals . [ e ##os ] they had a choice to obey the law and not go to jail , or break the law and go to jail , and they chose the latter . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.78	"[CLS] de ##bu ##nk this : flu ##ori ##de declared ne ##uro ##to ##xin , causing an ad ##hd and d ##ys ##le ##xia pan ##de ##mic in millions of children worldwide [ e ##os ] de ##bu ##nk this : flu ##ori ##de declared ne ##uro ##to ##xin , causing an ad ##hd and d ##ys ##le ##xia pan ##de ##mic in millions of children worldwide [ e ##os ] [SEP] its easiest to de ##bu ##nk by reading the actual article . [ e ##os ] the website refers to this study : $ ur ##l $ . the paragraph on flu ##ori ##de reads : "" a meta - analysis of 27 cross - sectional studies of children exposed to flu ##ori ##de in drinking water , mainly from china , suggests an average iq dec ##rem ##ent of about seven points in children exposed to raised flu ##ori ##de concentrations . 44 con ##fo ##und ##ing from other substances seemed unlikely in most of these studies . [ e ##os ] further character ##isation of the dose – response association would be desirable . "" [ e ##os ] if you click on the reference 44 , it takes you to the pub ##med citation for the source of that meta - analysis , and at the bottom of that citation is an exchange between sk ##ept ##ics and the authors ( again , more links ) . [ e ##os ] here is selected text from the sk ##ept ##ics ( $ ur ##l $ ) : "" even if we ignore the weaknesses of the study ( choi et al . [ e ##os ] 2012 ) , including a lack of individual - level information and the high probability of con ##fo ##und ##ing because the authors did not adjust for co ##var ##iate ##s , a difference of 0 . 4 in mean iq is clinical ##ly ne [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.91	[CLS] is it true that some people in america gets jailed for life to stealing wit ##out violence ? [ e ##os ] why ? [ e ##os ] i ' ve been poor and in bad situations , yet i ' ve never committed a crime . [ e ##os ] these people are not being placed behind bars for their entire lives for committing one crime , they ' re being placed behind bars for their entire lives because they would have otherwise spent their entire lives committing crimes . [ e ##os ] you ' d think coming out of prison , you ' d turn your game around in order to , oh i do not know , avoid going to prison again . [ e ##os ] if you keep doing the same old shit , you ' ll get the same old punishment . [ e ##os ] [SEP] have you been homeless ? [ e ##os ] did you have schizophrenia ? [ e ##os ] do you have no family members who are capable of financially taking care of you if you suddenly lose your job and have difficulty finding a new one immediately ? [ e ##os ] there are people with worse luck than you , i guarantee it . [ e ##os ] and still , even if you do not buy any of this , like i said : thinking someone should spend the rest of their life in prison for stealing belts makes you an asshole . [ e ##os ] it just does . [ e ##os ] that ' s not an appropriate punishment . & [ e ##os ] gt ; if you keep doing the same old shit , you ' ll get the same old punishment . [ e ##os ] life in prison , by definition , can only be a punishment you receive once . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.96	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] & gt ; they statistical ##ly commit more crime by a huge margin . [ e ##os ] source ? & [ e ##os ] gt ; not sure why this sub insists on pretending the right does n ’ t like legal immigrants because the current administration is making legal immigration more difficult . [ e ##os ] the requirements for several of the working visa programs have changed significantly , and the ban - that - isn ##ot - about - muslims - but - totally - is - about - muslims makes people not want to come here for fear of getting turned away at last minute . [ e ##os ] many people with green cards and visas were caught up in the travel ban . [ e ##os ] there was a reason that several states sued to over ##turn the ban , and it ' s not because they love illegal immigrants . [ e ##os ] edit : they also talk about ending chain migration , which is what allowed people like trump and pen ##ce to be in this country in the first place . [ e ##os ] they got theirs and now they want to make sure no one else has a chance . [ e ##os ] [SEP] this is n ’ t even de ##bat ##able : $ ur ##l $ making it easier or harder to im ##mi ##grate legally has nothing to do with how someone feels about illegal ##s , it has to do w ##h the economic impact that comes with adding to a population . [ e ##os ] there ’ s an excellent lecture called ‘ immigration by numbers ’ , i ’ d be interested in your feedback . [ e ##os ] $ ur ##l $ [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.96	"[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] not exactly . [ e ##os ] op ' s claim is immigrants commit less crime . [ e ##os ] your first study of ' und ##enia ##ble evidence ' is about feelings . & [ e ##os ] gt ; results show that , compared with second \ - generation and native \ - born youth , first \ - generation youth tend to have * * more positive views * * toward the la * * w , less cynical at ##ti ##tu * * des toward the legal system , a * * n ##d rep * * or ##t more social costs associated with punishment . [ e ##os ] your second involves individuals who were already criminals . & [ e ##os ] gt ; "" 1 , 354 * * serious juvenile offenders * * ages 14 – 18 "" in a "" longitudinal investigation of the transition from adolescence to young adulthood "" [ e ##os ] [SEP] you are simply incorrect , my friend . [ e ##os ] read the abstract in both journals , they lay out precisely what the study is all about . "" [ e ##os ] results show that , compared with second - generation and native - born youth , first - generation youth tend to have more positive views toward the law , less cynical attitudes toward the legal system , and report more social costs associated with punishment . "" "" [ e ##os ] mounting evidence reveals that foreign - born , first generation immigrants have significantly lower levels of criminal involvement compared to their us - born , second and third - plus generation peers . "" [ e ##os ] they are based on the same alex r . pi ##que ##ro who is mentioned in op ' s link . [ e ##os ] [SEP]"
1	comment	comment	0.68	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] i had an entire response typed out , but i just ca n ’ t even start this debate today . [ e ##os ] please see why $ hash ##tag $ is stupid as fuck . [ e ##os ] should be easy . [ e ##os ] $ ur ##l $ $ ur ##l $ [ e ##os ] [SEP] . . . really ? [ e ##os ] ok : thought experiment : & gt ; not all immigrants . & [ e ##os ] gt ; it ’ s the phrase we hear time and time again , albeit in a very narrow set of circumstances . [ e ##os ] it ’ s never used , for example , when immigrant commentators op ##ine on how immigrants are better cooks than locals , or immigrants are great at dancing . & [ e ##os ] gt ; * insert your own tired stereo ##type here * . & gt ; no , for some reason , those that sc ##ree ##ch $ hash ##tag $ ! [ e ##os ] never seem to take issue with those such general ##isation ##s or sweeping statements . & [ e ##os ] gt ; but when locals talk about sexual violence and harassment , as they have done in their drove ##s since the influx of migrants and allegations of sexual assault in cologne came to light , you can bet your bottom dollar that immigrants will queue up to take issue with it . & [ e ##os ] gt ; here ’ s how it usually goes : & gt ; local : i ’ ve been shouted at in the street , gr ##oped in nightclub ##s , assaulted on the tube and was raped by an arab . & [ e ##os ] gt ; immigrant : actually , [SEP]
1	comment	comment	0.94	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] the whole article is full of lies . [ e ##os ] here is some real information : * the department of homeland security \ ( dh ##s \ ) estimates that immigrants \ ( legal and illegal \ ) comprise 20 percent of inmates in prisons and jail ##s . [ e ##os ] the foreign \ - born are 15 . 4 percent of the nation ’ s adult population . [ e ##os ] however , dh ##s has not provided a detailed explanation of how the estimates were generated . * [ e ##os ] the federal bureau of prisons reports that 26 . 4 percent of inmates in federal prisons are non \ - u . s . citizens . [ e ##os ] non \ - citizens are 8 . 6 percent of the nation ’ s adult population . [ e ##os ] however , federal prisons are not representative of prisons generally or local jail ##s . [ e ##os ] source : [ $ ur ##l $ \ - and \ - crime ] ( $ ur ##l $ ) [ e ##os ] [SEP] cis is racist propaganda [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.93	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] oh they put io ##dine in salt here in latin america . [ e ##os ] but flu ##ori ##de too . [ e ##os ] and people still think it somehow helps their teeth . [ e ##os ] $ ur ##l $ ; tb ##m = is ##ch it ' s because water treatment is not so centralized ; got ta dose the people somehow . [ e ##os ] and you know fruit is loaded with vitamin c , right ? [ e ##os ] more evidence that we ' re designed to eat fruit and do not run so great on incorrect diet ##s . [ e ##os ] [SEP] we evolved as om ##ni ##vor ##es , but i do agree with you that people do not run great on bad diet ##s . [ e ##os ] i do not think it ' s just mal ##nut ##rit ##ion that is the cu ##lp ##rit because the more i learn about gut flora the more i think that maybe some of the stuff in our diet is feeding the wrong bacteria inside of us . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.89	"[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] hee ##e ' s what i do not get . [ e ##os ] hispanic immigrants are basically ready - to - go republicans . [ e ##os ] they generally are deeply religious , oppose abortion , have strong family values , start their own businesses ( boots ##tra ##ps ) , and do not like taxes ir regulations . [ e ##os ] why are the republicans rejecting these people and turning folks like them over to democrats ? [ e ##os ] i know the obvious answers ( racism / x ##eno ##phobia ) . [ e ##os ] but the go ##p has to know that wo not work forever right ? [ e ##os ] [SEP] dem ##s need to come to realize how the influx of cheap labor has hurt "" working class "" moderate / liberal areas . [ e ##os ] you ' re kidding yourself if you think it ' s only racism . [ e ##os ] you have to be pretty privileged to not see the problem . [ e ##os ] they are nt taking jobs , they ' re adding competition to an already troubled workforce . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.78	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] lo ##l . [ e ##os ] seems you can not read / understand english . [ e ##os ] this ' s so funny i ca not stop laughing like for real . [ e ##os ] what an irony . [ e ##os ] [SEP] that ' s because you ' ve been tricked by the author and researcher , not me . [ e ##os ] you are interpreting ' immigrants report low levels of off ##ending ' to mean * immigrants are committing fewer crimes . * [ e ##os ] no , the research cited is the immigrants themselves reporting / telling a researcher that they commit less crime . & [ e ##os ] gt ; * * self \ - reported off ##ending . * * [ e ##os ] involvement in crime during each recall period was assessed using the self \ - report of off ##ending link to article [ here ] ( $ ur ##l $ ) . [ e ##os ] be sure to check out p . 14 ' discussion ' . [ e ##os ] by the way everyone in this study had already committed a crime . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.64	[CLS] is it true that some people in america gets jailed for life to stealing wit ##out violence ? [ e ##os ] why ? [ e ##os ] for example , california has what ’ s known as a “ three - strikes ” law . [ e ##os ] if you get convicted for three fe ##lon ##ies it does n ’ t matter what they are , you go to jail for life . [ e ##os ] you heard that right , we decided that people should spend their lives in prison for stealing candy bars because we thought it made a cool baseball analogy . [ e ##os ] [SEP] that ' s an ex ##agger ##ation . [ e ##os ] the three - strikes law only applies to persons convicted of violent crimes or serious fe ##lon ##ies . [ e ##os ] you can be arrested for the same mis ##de ##me ##anor as often as you want , that law wo not apply to you . [ e ##os ] that law actually makes sense , because why would you want violent criminals and serious fe ##lon ##s running around free ? [ e ##os ] especially after they had two previous chances to correct their lives and get their shit together . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.51	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] [SEP] or ##mus is the future of supplemental minerals . [ e ##os ] look into it . [ e ##os ] and yes . [ e ##os ] io ##dine / magnesium / bo ##ron / zinc / se ##len ##ium / ch ##rom ##ium / r ##ho ##dium / ir ##idium / platinum / silver / gold / lithium our bodies need all of these in minute quantities ( way more magnesium though ) without them our consciousness can not function at its highest potential . [ e ##os ] the ancient egyptians knew this and bathed in or ##mus baths ( they called ' milk ' ) that they extracted from dead sea salt . [ e ##os ] and guess what happens when you can not govern your own awareness ? [ e ##os ] you end up dependent on others to think for you ; ) wake up . [ e ##os ] remember you are the only player in the universe . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.95	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] there ' s really no point in arguing that immigrants commit fewer crimes because that is not the standard being applied . [ e ##os ] the only acceptable number of immigrant crimes for conservatives is zero . [ e ##os ] an impossible standard but then that ' s the point . [ e ##os ] someone once put it to me in relation to syrian refugees as ' if there was a jar with 1000 jelly beans and you told me one was poisoned i would not eat from the jar ' . [ e ##os ] i responded by saying : let ' s change the analogy so that jelly beans are people and say that one is ' poison ' and of the other 999 , a certain number will suffer and / or die if they ' re not let in . [ e ##os ] then he started with how they ' re economic migrants and not in any danger so i gave up [ e ##os ] [SEP] it ' s ironic . [ e ##os ] this argument is the one made by radical feminist ##s and their distrust of men with regards to rape . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
